date,store,day_of_week,sales,customers,open,promo,state_holiday,school_holiday
2014-05-07,1,3,9497.0,1001.0,1,1,0,0
2014-05-08,1,4,10136.0,1055.0,1,1,0,0
2014-05-09,1,5,14274.0,1508.0,1,1,0,0
2014-05-10,1,6,9005.0,958.0,1,0,0,0
2014-05-11,1,7,0.0,0.0,0,0,0,0
2014-05-12,1,1,14568.0,1528.0,1,1,0,0
2014-05-13,1,2,9876.0,1037.0,1,0,0,0
2014-05-14,1,3,7627.0,805.0,1,0,0,0
2014-05-15,1,4,7961.0,843.0,1,0,0,0
2014-05-16,1,5,8821.0,938.0,1,0,0,0
2014-05-17,1,6,10627.0,1128.0,1,0,0,0
2014-05-18,1,7,0.0,0.0,0,0,0,0
2014-05-19,1,1,13256.0,1406.0,1,0,0,0
2014-05-20,1,2,11105.0,1174.0,1,1,0,0
2014-05-21,1,3,9772.0,1016.0,1,1,0,0
2014-05-22,1,4,8697.0,914.0,1,1,0,0
2014-05-23,1,5,12218.0,1289.0,1,1,0,0
2014-05-24,1,6,11387.0,1196.0,1,0,0,0
2014-05-25,1,7,0.0,0.0,0,0,0,0
2014-05-26,1,1,15521.0,1631.0,1,1,0,0
2014-05-27,1,2,8139.0,849.0,1,0,0,0
2014-05-28,1,3,8141.0,869.0,1,0,0,0
2014-05-29,1,4,7961.0,843.0,1,0,0,0
2014-05-30,1,5,10841.0,1143.0,1,0,0,0
2014-05-31,1,6,12978.0,1374.0,1,0,0,0
2014-06-01,1,7,0.0,0.0,0,0,0,0
2014-06-02,1,1,11430.0,1206.0,1,0,0,0
2014-06-03,1,2,11169.0,1156.0,1,1,0,0
2014-06-04,1,3,9775.0,1024.0,1,1,0,0
2014-06-05,1,4,9428.0,989.0,1,1,0,0
2014-06-06,1,5,12275.0,1284.0,1,1,0,0
2014-06-07,1,6,10226.0,1078.0,1,0,0,0
2014-06-08,1,7,0.0,0.0,0,0,0,0
2014-06-09,1,1,15149.0,1591.0,1,1,0,0
2014-06-10,1,2,8907.0,929.0,1,0,0,0
2014-06-11,1,3,7873.0,845.0,1,0,0,0
2014-06-12,1,4,7340.0,769.0,1,0,0,0
2014-06-13,1,5,8861.0,923.0,1,0,0,0
2014-06-14,1,6,10806.0,1139.0,1,0,0,0
2014-06-15,1,7,0.0,0.0,0,0,0,0
2014-06-16,1,1,12095.0,1268.0,1,0,0,0
2014-06-17,1,2,10941.0,1158.0,1,1,0,0
2014-06-18,1,3,8922.0,935.0,1,1,0,0
2014-06-19,1,4,9820.0,1026.0,1,1,0,0
2014-06-20,1,5,10724.0,1130.0,1,1,0,0
2014-06-21,1,6,10331.0,1094.0,1,0,0,0
2014-06-22,1,7,0.0,0.0,0,0,0,0
2014-06-23,1,1,12404.0,1308.0,1,1,0,0
2014-06-24,1,2,8563.0,901.0,1,0,0,0
2014-06-25,1,3,7870.0,851.0,1,0,0,0
2014-06-26,1,4,7489.0,783.0,1,0,0,0
2014-06-27,1,5,9013.0,960.0,1,0,0,0
2014-06-28,1,6,10395.0,1094.0,1,0,0,0
2014-06-29,1,7,0.0,0.0,0,0,0,0
2014-06-30,1,1,11298.0,1195.0,1,0,0,0
2014-07-01,1,2,10173.0,1078.0,1,1,0,1
2014-07-02,1,3,9808.0,1043.0,1,1,0,1
2014-07-03,1,4,8581.0,906.0,1,1,0,1
2014-07-04,1,5,11899.0,1248.0,1,1,0,1
2014-07-05,1,6,10684.0,1120.0,1,0,0,1
2014-07-06,1,7,0.0,0.0,0,0,0,1
2014-07-07,1,1,13946.0,1473.0,1,1,0,1
2014-07-08,1,2,8625.0,919.0,1,0,0,1
2014-07-09,1,3,6550.0,693.0,1,0,0,1
2014-07-10,1,4,7640.0,813.0,1,0,0,1
2014-07-11,1,5,9240.0,985.0,1,0,0,1
2014-07-12,1,6,10646.0,1122.0,1,0,0,1
2014-07-13,1,7,0.0,0.0,0,0,0,1
2014-07-14,1,1,10630.0,1110.0,1,0,0,1
2014-07-15,1,2,10124.0,1054.0,1,1,0,1
2014-07-16,1,3,9940.0,1059.0,1,1,0,1
2014-07-17,1,4,9541.0,998.0,1,1,0,1
2014-07-18,1,5,11533.0,1224.0,1,1,0,1
2014-07-19,1,6,9017.0,954.0,1,0,0,1
2014-07-20,1,7,0.0,0.0,0,0,0,1
2014-07-21,1,1,15355.0,1624.0,1,1,0,1
2014-07-22,1,2,8673.0,912.0,1,0,0,1
2014-07-23,1,3,7478.0,786.0,1,0,0,1
2014-07-24,1,4,6267.0,660.0,1,0,0,1
2014-07-25,1,5,9471.0,998.0,1,0,0,1
2014-07-26,1,6,9997.0,1048.0,1,0,0,1
2014-07-27,1,7,0.0,0.0,0,0,0,1
2014-07-28,1,1,11231.0,1195.0,1,0,0,1
2014-07-29,1,2,8850.0,918.0,1,1,0,1
2014-07-30,1,3,8240.0,869.0,1,1,0,1
2014-07-31,1,4,8512.0,889.0,1,1,0,1
2014-08-01,1,5,12155.0,1281.0,1,1,0,1
2014-08-02,1,6,9682.0,1026.0,1,0,0,1
2014-08-03,1,7,0.0,0.0,0,0,0,1
2014-08-04,1,1,15570.0,1645.0,1,1,0,1
2014-08-05,1,2,8803.0,914.0,1,0,0,1
2014-08-06,1,3,7085.0,755.0,1,0,0,1
2014-08-07,1,4,6834.0,715.0,1,0,0,1
2014-08-08,1,5,7709.0,816.0,1,0,0,1
2014-08-09,1,6,9303.0,981.0,1,0,0,1
2014-08-10,1,7,0.0,0.0,0,0,0,1
2014-08-11,1,1,10956.0,1147.0,1,0,0,1
2014-08-12,1,2,9878.0,1042.0,1,1,0,1
2014-08-13,1,3,9674.0,1031.0,1,1,0,1
2014-08-14,1,4,8202.0,866.0,1,1,0,1
2014-08-15,1,5,10709.0,1129.0,1,1,0,1
2014-08-16,1,6,10302.0,1073.0,1,0,0,1
2014-08-17,1,7,0.0,0.0,0,0,0,1
2014-08-18,1,1,14473.0,1538.0,1,1,0,1
2014-08-19,1,2,7864.0,828.0,1,0,0,1
2014-08-20,1,3,6803.0,714.0,1,0,0,1
2014-08-21,1,4,7005.0,724.0,1,0,0,1
2014-08-22,1,5,7706.0,818.0,1,0,0,1
2014-08-23,1,6,8366.0,902.0,1,0,0,1
2014-08-24,1,7,0.0,0.0,0,0,0,1
2014-08-25,1,1,10342.0,1099.0,1,0,0,1
2014-08-26,1,2,9818.0,1038.0,1,1,0,1
2014-08-27,1,3,7580.0,790.0,1,1,0,1
2014-08-28,1,4,8310.0,885.0,1,1,0,1
2014-08-29,1,5,10032.0,1046.0,1,1,0,1
2014-08-30,1,6,8878.0,933.0,1,0,0,1
2014-08-31,1,7,0.0,0.0,0,0,0,1
2014-09-01,1,1,12724.0,1346.0,1,1,0,0
2014-09-02,1,2,8015.0,847.0,1,0,0,0
2014-09-03,1,3,7056.0,746.0,1,0,0,0
2014-09-04,1,4,6363.0,664.0,1,0,0,0
2014-09-05,1,5,8221.0,855.0,1,0,0,0
2014-09-06,1,6,10036.0,1057.0,1,0,0,0
2014-09-07,1,7,0.0,0.0,0,0,0,0
2014-09-08,1,1,10117.0,1054.0,1,0,0,0
2014-09-09,1,2,9840.0,1026.0,1,1,0,0
2014-09-10,1,3,9108.0,955.0,1,1,0,0
2014-09-11,1,4,9580.0,994.0,1,1,0,0
2014-09-12,1,5,11329.0,1182.0,1,1,0,0
2014-09-13,1,6,9640.0,1002.0,1,0,0,0
2014-09-14,1,7,0.0,0.0,0,0,0,0
2014-09-15,1,1,13717.0,1447.0,1,1,0,0
2014-09-16,1,2,7066.0,760.0,1,0,0,0
2014-09-17,1,3,6744.0,698.0,1,0,0,0
2014-09-18,1,4,7087.0,741.0,1,0,0,0
2014-09-19,1,5,9415.0,998.0,1,0,0,0
2014-09-20,1,6,9245.0,971.0,1,0,0,0
2014-09-21,1,7,0.0,0.0,0,0,0,0
2014-09-22,1,1,10283.0,1096.0,1,0,0,0
2014-09-23,1,2,10350.0,1087.0,1,1,0,0
2014-09-24,1,3,8543.0,890.0,1,1,0,0
2014-09-25,1,4,9350.0,974.0,1,1,0,0
2014-09-26,1,5,9512.0,1004.0,1,1,0,0
2014-09-27,1,6,9202.0,971.0,1,0,0,0
2014-09-28,1,7,0.0,0.0,0,0,0,0
2014-09-29,1,1,13639.0,1428.0,1,1,0,0
2014-09-30,1,2,7961.0,842.0,1,0,0,0
2014-10-01,1,3,5921.0,628.0,1,0,0,0
2014-10-02,1,4,6099.0,637.0,1,0,0,0
2014-10-03,1,5,8330.0,882.0,1,0,0,0
2014-10-04,1,6,8845.0,936.0,1,0,0,0
2014-10-05,1,7,0.0,0.0,0,0,0,0
2014-10-06,1,1,10944.0,1150.0,1,0,0,0
2014-10-07,1,2,9703.0,1025.0,1,1,0,0
2014-10-08,1,3,8896.0,932.0,1,1,0,0
2014-10-09,1,4,8048.0,830.0,1,1,0,0
2014-10-10,1,5,11163.0,1173.0,1,1,0,0
2014-10-11,1,6,9171.0,971.0,1,0,0,0
2014-10-12,1,7,0.0,0.0,0,0,0,0
2014-10-13,1,1,11921.0,1237.0,1,1,0,0
2014-10-14,1,2,6864.0,743.0,1,0,0,0
2014-10-15,1,3,6867.0,714.0,1,0,0,0
2014-10-16,1,4,6235.0,664.0,1,0,0,0
2014-10-17,1,5,8588.0,914.0,1,0,0,0
2014-10-18,1,6,9578.0,1016.0,1,0,0,0
2014-10-19,1,7,0.0,0.0,0,0,0,0
2014-10-20,1,1,10225.0,1067.0,1,0,0,0
2014-10-21,1,2,9132.0,966.0,1,1,0,0
2014-10-22,1,3,9251.0,968.0,1,1,0,0
2014-10-23,1,4,8004.0,822.0,1,1,0,0
2014-10-24,1,5,10034.0,1079.0,1,1,0,0
2014-10-25,1,6,10347.0,1095.0,1,0,0,0
2014-10-26,1,7,0.0,0.0,0,0,0,0
2014-10-27,1,1,15062.0,1578.0,1,1,0,0
2014-10-28,1,2,7481.0,799.0,1,0,0,0
2014-10-29,1,3,6950.0,744.0,1,0,0,0
2014-10-30,1,4,7502.0,802.0,1,0,0,0
2014-10-31,1,5,8163.0,859.0,1,0,0,0
2014-11-01,1,6,8758.0,912.0,1,0,0,0
2014-11-02,1,7,0.0,0.0,0,0,0,0
2014-11-03,1,1,10675.0,1106.0,1,0,0,0
2014-11-04,1,2,8895.0,923.0,1,1,0,0
2014-11-05,1,3,7593.0,800.0,1,1,0,0
2014-11-06,1,4,7573.0,789.0,1,1,0,0
2014-11-07,1,5,11122.0,1169.0,1,1,0,0
2014-11-08,1,6,9001.0,947.0,1,0,0,0
2014-11-09,1,7,0.0,0.0,0,0,0,0
2014-11-10,1,1,13429.0,1424.0,1,1,0,0
2014-11-11,1,2,7947.0,836.0,1,0,0,0
2014-11-12,1,3,6765.0,722.0,1,0,0,0
2014-11-13,1,4,7075.0,738.0,1,0,0,0
2014-11-14,1,5,7800.0,818.0,1,0,0,0
2014-11-15,1,6,9401.0,997.0,1,0,0,0
2014-11-16,1,7,0.0,0.0,0,0,0,0
2014-11-17,1,1,11459.0,1204.0,1,0,0,0
2014-11-18,1,2,9700.0,1010.0,1,1,0,0
2014-11-19,1,3,8397.0,885.0,1,1,0,0
2014-11-20,1,4,8490.0,907.0,1,1,0,0
2014-11-21,1,5,10595.0,1109.0,1,1,0,0
2014-11-22,1,6,10341.0,1090.0,1,0,0,0
2014-11-23,1,7,0.0,0.0,0,0,0,0
2014-11-24,1,1,12382.0,1294.0,1,1,0,0
2014-11-25,1,2,7512.0,781.0,1,0,0,0
2014-11-26,1,3,8554.0,912.0,1,0,0,0
2014-11-27,1,4,7496.0,808.0,1,0,0,0
2014-11-28,1,5,8522.0,901.0,1,0,0,0
2014-11-29,1,6,10480.0,1097.0,1,0,0,0
2014-11-30,1,7,0.0,0.0,0,0,0,0
2014-12-01,1,1,10567.0,1110.0,1,0,0,0
2014-12-02,1,2,9673.0,1025.0,1,1,0,0
2014-12-03,1,3,10039.0,1059.0,1,1,0,0
2014-12-04,1,4,9315.0,983.0,1,1,0,0
2014-12-05,1,5,11661.0,1232.0,1,1,0,0
2014-12-06,1,6,9640.0,1010.0,1,0,0,0
2014-12-07,1,7,0.0,0.0,0,0,0,0
2014-12-08,1,1,15758.0,1645.0,1,1,0,0
2014-12-09,1,2,8314.0,872.0,1,0,0,0
2014-12-10,1,3,7706.0,800.0,1,0,0,0
2014-12-11,1,4,5994.0,630.0,1,0,0,0
2014-12-12,1,5,9286.0,970.0,1,0,0,0
2014-12-13,1,6,10032.0,1057.0,1,0,0,0
2014-12-14,1,7,0.0,0.0,0,0,0,0
2014-12-15,1,1,11675.0,1218.0,1,0,0,0
2014-12-16,1,2,9966.0,1043.0,1,1,0,0
2014-12-17,1,3,8139.0,849.0,1,1,0,0
2014-12-18,1,4,9488.0,1005.0,1,1,0,0
2014-12-19,1,5,10708.0,1141.0,1,1,0,0
2014-12-20,1,6,10064.0,1066.0,1,0,0,1
2014-12-21,1,7,0.0,0.0,0,0,0,1
2014-12-22,1,1,13874.0,1472.0,1,1,0,1
2014-12-23,1,2,6673.0,690.0,1,0,0,1
2014-12-24,1,3,8251.0,881.0,1,0,0,1
2014-12-25,1,4,0.0,0.0,0,0,a,1
2014-12-26,1,5,9903.0,1020.0,1,0,0,1
2014-12-27,1,6,12150.0,1300.0,1,0,0,1
2014-12-28,1,7,0.0,0.0,0,0,0,1
2014-12-29,1,1,9753.0,1018.0,1,0,0,1
2014-12-30,1,2,9793.0,1032.0,1,1,0,1
2014-12-31,1,3,8753.0,920.0,1,1,0,1
2013-01-01,2,2,8528.0,893.0,1,1,0,0
2013-01-02,2,3,6848.0,722.0,1,1,0,0
2013-01-03,2,4,7194.0,768.0,1,1,0,0
2013-01-04,2,5,9750.0,1021.0,1,1,0,0
2013-01-05,2,6,8686.0,912.0,1,0,0,0
2013-01-06,2,7,0.0,0.0,0,0,0,0
2013-01-07,2,1,11850.0,1254.0,1,1,0,0
2013-01-08,2,2,8026.0,837.0,1,0,0,0
2013-01-09,2,3,5851.0,607.0,1,0,0,0
2013-01-10,2,4,6203.0,642.0,1,0,0,0
2013-01-11,2,5,6355.0,658.0,1,0,0,0
2013-01-12,2,6,7788.0,824.0,1,0,0,0
2013-01-13,2,7,0.0,0.0,0,0,0,0
2013-01-14,2,1,8693.0,907.0,1,0,0,0
2013-01-15,2,2,9070.0,962.0,1,1,0,0
2013-01-16,2,3,7952.0,839.0,1,1,0,0
2013-01-17,2,4,7171.0,746.0,1,1,0,0
2013-01-18,2,5,9394.0,987.0,1,1,0,0
2013-01-19,2,6,8413.0,884.0,1,0,0,0
2013-01-20,2,7,0.0,0.0,0,0,0,0
2013-01-21,2,1,12831.0,1366.0,1,1,0,0
2013-01-22,2,2,7305.0,754.0,1,0,0,0
2013-01-23,2,3,6082.0,643.0,1,0,0,0
2013-01-24,2,4,5790.0,612.0,1,0,0,0
2013-01-25,2,5,7882.0,825.0,1,0,0,0
2013-01-26,2,6,8817.0,929.0,1,0,0,0
2013-01-27,2,7,0.0,0.0,0,0,0,0
2013-01-28,2,1,11700.0,1233.0,1,0,0,0
2013-01-29,2,2,9531.0,1007.0,1,1,0,0
2013-01-30,2,3,8176.0,866.0,1,1,0,0
2013-01-31,2,4,7916.0,817.0,1,1,0,0
2013-02-01,2,5,9231.0,984.0,1,1,0,0
2013-02-02,2,6,8343.0,896.0,1,0,0,0
2013-02-03,2,7,0.0,0.0,0,0,0,0
2013-02-04,2,1,12009.0,1272.0,1,1,0,0
2013-02-05,2,2,6870.0,712.0,1,0,0,0
2013-02-06,2,3,6919.0,727.0,1,0,0,0
2013-02-07,2,4,6188.0,645.0,1,0,0,0
2013-02-08,2,5,7766.0,813.0,1,0,0,0
2013-02-09,2,6,8209.0,872.0,1,0,0,0
2013-02-10,2,7,0.0,0.0,0,0,0,0
2013-02-11,2,1,10271.0,1080.0,1,0,0,0
2013-02-12,2,2,10437.0,1083.0,1,1,0,0
2013-02-13,2,3,8915.0,937.0,1,1,0,0
2013-02-14,2,4,9180.0,967.0,1,1,0,0
2013-02-15,2,5,9922.0,1039.0,1,1,0,0
2013-02-16,2,6,9714.0,1017.0,1,0,0,0
2013-02-17,2,7,0.0,0.0,0,0,0,0
2013-02-18,2,1,11418.0,1192.0,1,1,0,0
2013-02-19,2,2,7940.0,827.0,1,0,0,0
2013-02-20,2,3,7565.0,790.0,1,0,0,0
2013-02-21,2,4,6737.0,719.0,1,0,0,0
2013-02-22,2,5,8535.0,915.0,1,0,0,0
2013-02-23,2,6,10216.0,1078.0,1,0,0,0
2013-02-24,2,7,0.0,0.0,0,0,0,0
2013-02-25,2,1,10385.0,1090.0,1,0,0,0
2013-02-26,2,2,8632.0,917.0,1,1,0,0
2013-02-27,2,3,8055.0,841.0,1,1,0,0
2013-02-28,2,4,7920.0,845.0,1,1,0,0
2013-03-01,2,5,10172.0,1082.0,1,1,0,0
2013-03-02,2,6,9448.0,995.0,1,0,0,0
2013-03-03,2,7,0.0,0.0,0,0,0,0
2013-03-04,2,1,11361.0,1202.0,1,1,0,0
2013-03-05,2,2,8561.0,914.0,1,0,0,0
2013-03-06,2,3,7399.0,770.0,1,0,0,0
2013-03-07,2,4,7004.0,747.0,1,0,0,0
2013-03-08,2,5,7915.0,830.0,1,0,0,0
2013-03-09,2,6,9324.0,975.0,1,0,0,0
2013-03-10,2,7,0.0,0.0,0,0,0,0
2013-03-11,2,1,10520.0,1106.0,1,0,0,0
2013-03-12,2,2,8111.0,846.0,1,1,0,0
2013-03-13,2,3,9152.0,951.0,1,1,0,0
2013-03-14,2,4,10454.0,1093.0,1,1,0,0
2013-03-15,2,5,8830.0,941.0,1,1,0,0
2013-03-16,2,6,10205.0,1090.0,1,0,0,0
2013-03-17,2,7,0.0,0.0,0,0,0,0
2013-03-18,2,1,12860.0,1363.0,1,1,0,0
2013-03-19,2,2,8273.0,867.0,1,0,0,0
2013-03-20,2,3,6157.0,647.0,1,0,0,0
2013-03-21,2,4,6756.0,713.0,1,0,0,0
2013-03-22,2,5,9208.0,961.0,1,0,0,0
2013-03-23,2,6,9311.0,972.0,1,0,0,0
2013-03-24,2,7,0.0,0.0,0,0,0,0
2013-03-25,2,1,10343.0,1086.0,1,0,0,0
2013-03-26,2,2,9120.0,951.0,1,1,0,0
2013-03-27,2,3,9782.0,1033.0,1,1,0,0
2013-03-28,2,4,7851.0,824.0,1,1,0,0
2013-03-29,2,5,11208.0,1188.0,1,1,0,0
2013-03-30,2,6,8503.0,895.0,1,0,0,0
2013-03-31,2,7,0.0,0.0,0,0,0,0
2013-04-01,2,1,12914.0,1360.0,1,1,0,0
2013-04-02,2,2,5875.0,617.0,1,0,0,0
2013-04-03,2,3,6835.0,714.0,1,0,0,0
2013-04-04,2,4,6096.0,638.0,1,0,0,0
2013-04-05,2,5,7935.0,841.0,1,0,0,0
2013-04-06,2,6,10677.0,1129.0,1,0,0,0
2013-04-07,2,7,0.0,0.0,0,0,0,0
2013-04-08,2,1,9358.0,972.0,1,0,0,0
2013-04-09,2,2,10589.0,1111.0,1,1,0,0
2013-04-10,2,3,8759.0,919.0,1,1,0,0
2013-04-11,2,4,9552.0,1007.0,1,1,0,0
2013-04-12,2,5,10723.0,1125.0,1,1,0,0
2013-04-13,2,6,8776.0,920.0,1,0,0,0
2013-04-14,2,7,0.0,0.0,0,0,0,0
2013-04-15,2,1,14307.0,1507.0,1,1,0,0
2013-04-16,2,2,8013.0,834.0,1,0,0,0
2013-04-17,2,3,6815.0,728.0,1,0,0,0
2013-04-18,2,4,6683.0,711.0,1,0,0,0
2013-04-19,2,5,8125.0,851.0,1,0,0,0
2013-04-20,2,6,8985.0,952.0,1,0,0,0
2013-04-21,2,7,0.0,0.0,0,0,0,0
2013-04-22,2,1,10201.0,1083.0,1,0,0,0
2013-04-23,2,2,8535.0,897.0,1,1,0,0
2013-04-24,2,3,8282.0,865.0,1,1,0,0
2013-04-25,2,4,8922.0,936.0,1,1,0,0
2013-04-26,2,5,10916.0,1143.0,1,1,0,0
2013-04-27,2,6,9284.0,979.0,1,0,0,0
2013-04-28,2,7,0.0,0.0,0,0,0,0
2013-04-29,2,1,12907.0,1359.0,1,1,0,0
2013-04-30,2,2,6356.0,665.0,1,0,0,0
2013-05-01,2,3,6028.0,605.0,1,0,0,0
2013-05-02,2,4,7024.0,740.0,1,0,0,0
2013-05-03,2,5,7797.0,806.0,1,0,0,0
2013-05-04,2,6,9621.0,1015.0,1,0,0,0
2013-05-05,2,7,0.0,0.0,0,0,0,0
2013-05-06,2,1,10616.0,1120.0,1,0,0,0
2013-05-07,2,2,9314.0,977.0,1,1,0,0
2013-05-08,2,3,10005.0,1052.0,1,1,0,0
2013-05-09,2,4,8768.0,922.0,1,1,0,0
2013-05-10,2,5,9935.0,1041.0,1,1,0,0
2013-05-11,2,6,9821.0,1029.0,1,0,0,0
2013-05-12,2,7,0.0,0.0,0,0,0,0
2013-05-13,2,1,11804.0,1252.0,1,1,0,0
2013-05-14,2,2,7306.0,769.0,1,0,0,0
2013-05-15,2,3,6559.0,698.0,1,0,0,0
2013-05-16,2,4,5440.0,571.0,1,0,0,0
2013-05-17,2,5,7875.0,830.0,1,0,0,0
2013-05-18,2,6,8968.0,943.0,1,0,0,0
2013-05-19,2,7,0.0,0.0,0,0,0,0
2013-05-20,2,1,8567.0,908.0,1,0,0,0
2013-05-21,2,2,8872.0,936.0,1,1,0,0
2013-05-22,2,3,8337.0,872.0,1,1,0,0
2013-05-23,2,4,8231.0,860.0,1,1,0,0
2013-05-24,2,5,9108.0,972.0,1,1,0,0
2013-05-25,2,6,9564.0,1004.0,1,0,0,0
2013-05-26,2,7,0.0,0.0,0,0,0,0
2013-05-27,2,1,12224.0,1298.0,1,1,0,0
2013-05-28,2,2,7884.0,839.0,1,0,0,0
2013-05-29,2,3,6145.0,651.0,1,0,0,0
2013-05-30,2,4,6091.0,638.0,1,0,0,0
2013-05-31,2,5,8515.0,915.0,1,0,0,0
2013-06-01,2,6,8706.0,920.0,1,0,0,0
2013-06-02,2,7,0.0,0.0,0,0,0,0
2013-06-03,2,1,9871.0,1038.0,1,0,0,0
2013-06-04,2,2,9710.0,1011.0,1,1,0,0
2013-06-05,2,3,6698.0,694.0,1,1,0,0
2013-06-06,2,4,7436.0,786.0,1,1,0,0
2013-06-07,2,5,9005.0,951.0,1,1,0,0
2013-06-08,2,6,8090.0,850.0,1,0,0,0
2013-06-09,2,7,0.0,0.0,0,0,0,0
2013-06-10,2,1,11322.0,1180.0,1,1,0,0
2013-06-11,2,2,7123.0,747.0,1,0,0,0
2013-06-12,2,3,5896.0,609.0,1,0,0,0
2013-06-13,2,4,6266.0,667.0,1,0,0,0
2013-06-14,2,5,7883.0,839.0,1,0,0,0
2013-06-15,2,6,8243.0,890.0,1,0,0,0
2013-06-16,2,7,0.0,0.0,0,0,0,0
2013-06-17,2,1,10718.0,1123.0,1,0,0,0
2013-06-18,2,2,8942.0,934.0,1,1,0,0
2013-06-19,2,3,7554.0,768.0,1,1,0,0
2013-06-20,2,4,7732.0,809.0,1,1,0,0
2013-06-21,2,5,8845.0,930.0,1,1,0,0
2013-06-22,2,6,8841.0,938.0,1,0,0,0
2013-06-23,2,7,0.0,0.0,0,0,0,0
2013-06-24,2,1,11044.0,1167.0,1,1,0,0
2013-06-25,2,2,6649.0,702.0,1,0,0,0
2013-06-26,2,3,6752.0,716.0,1,0,0,0
2013-06-27,2,4,5790.0,621.0,1,0,0,0
2013-06-28,2,5,7539.0,785.0,1,0,0,0
2013-06-29,2,6,7814.0,819.0,1,0,0,0
2013-06-30,2,7,0.0,0.0,0,0,0,0
2013-07-01,2,1,8804.0,940.0,1,0,0,1
2013-07-02,2,2,9944.0,1057.0,1,1,0,1
2013-07-03,2,3,7494.0,795.0,1,1,0,1
2013-07-04,2,4,7236.0,752.0,1,1,0,1
2013-07-05,2,5,8875.0,936.0,1,1,0,1
2013-07-06,2,6,8294.0,871.0,1,0,0,1
2013-07-07,2,7,0.0,0.0,0,0,0,1
2013-07-08,2,1,11676.0,1228.0,1,1,0,1
2013-07-09,2,2,7655.0,810.0,1,0,0,1
2013-07-10,2,3,6116.0,641.0,1,0,0,1
2013-07-11,2,4,6543.0,696.0,1,0,0,1
2013-07-12,2,5,7372.0,778.0,1,0,0,1
2013-07-13,2,6,8685.0,912.0,1,0,0,1
2013-07-14,2,7,0.0,0.0,0,0,0,1
2013-07-15,2,1,8835.0,926.0,1,0,0,1
2013-07-16,2,2,8182.0,868.0,1,1,0,1
2013-07-17,2,3,7380.0,775.0,1,1,0,1
2013-07-18,2,4,6076.0,642.0,1,1,0,1
2013-07-19,2,5,9664.0,1014.0,1,1,0,1
2013-07-20,2,6,7912.0,821.0,1,0,0,1
2013-07-21,2,7,0.0,0.0,0,0,0,1
2013-07-22,2,1,10946.0,1144.0,1,1,0,1
2013-07-23,2,2,6270.0,665.0,1,0,0,1
2013-07-24,2,3,6032.0,638.0,1,0,0,1
2013-07-25,2,4,5118.0,525.0,1,0,0,1
2013-07-26,2,5,6487.0,675.0,1,0,0,1
2013-07-27,2,6,8238.0,863.0,1,0,0,1
2013-07-28,2,7,0.0,0.0,0,0,0,1
2013-07-29,2,1,8415.0,876.0,1,0,0,1
2013-07-30,2,2,7631.0,809.0,1,1,0,1
2013-07-31,2,3,6829.0,717.0,1,1,0,1
2013-08-01,2,4,7104.0,751.0,1,1,0,1
2013-08-02,2,5,9610.0,1008.0,1,1,0,1
2013-08-03,2,6,7270.0,768.0,1,0,0,1
2013-08-04,2,7,0.0,0.0,0,0,0,1
2013-08-05,2,1,11607.0,1222.0,1,1,0,1
2013-08-06,2,2,5990.0,635.0,1,0,0,1
2013-08-07,2,3,6043.0,636.0,1,0,0,1
2013-08-08,2,4,4897.0,512.0,1,0,0,1
2013-08-09,2,5,5880.0,610.0,1,0,0,1
2013-08-10,2,6,7032.0,742.0,1,0,0,1
2013-08-11,2,7,0.0,0.0,0,0,0,1
2013-08-12,2,1,8235.0,865.0,1,0,0,1
2013-08-13,2,2,7475.0,781.0,1,1,0,1
2013-08-14,2,3,7191.0,761.0,1,1,0,1
2013-08-15,2,4,5771.0,627.0,1,1,0,1
2013-08-16,2,5,8904.0,935.0,1,1,0,1
2013-08-17,2,6,6870.0,726.0,1,0,0,1
2013-08-18,2,7,0.0,0.0,0,0,0,1
2013-08-19,2,1,10265.0,1060.0,1,1,0,1
2013-08-20,2,2,5508.0,581.0,1,0,0,1
2013-08-21,2,3,4946.0,515.0,1,0,0,1
2013-08-22,2,4,4985.0,536.0,1,0,0,1
2013-08-23,2,5,6666.0,700.0,1,0,0,1
2013-08-24,2,6,8030.0,839.0,1,0,0,1
2013-08-25,2,7,0.0,0.0,0,0,0,1
2013-08-26,2,1,7615.0,803.0,1,0,0,1
2013-08-27,2,2,7148.0,748.0,1,1,0,1
2013-08-28,2,3,6472.0,681.0,1,1,0,1
2013-08-29,2,4,7064.0,733.0,1,1,0,1
2013-08-30,2,5,7026.0,738.0,1,1,0,1
2013-08-31,2,6,8351.0,885.0,1,0,0,1
2013-09-01,2,7,0.0,0.0,0,0,0,0
2013-09-02,2,1,9763.0,1033.0,1,1,0,0
2013-09-03,2,2,6120.0,646.0,1,0,0,0
2013-09-04,2,3,5906.0,631.0,1,0,0,0
2013-09-05,2,4,5472.0,584.0,1,0,0,0
2013-09-06,2,5,7110.0,762.0,1,0,0,0
2013-09-07,2,6,7622.0,811.0,1,0,0,0
2013-09-08,2,7,0.0,0.0,0,0,0,0
2013-09-09,2,1,8955.0,945.0,1,0,0,0
2013-09-10,2,2,7455.0,786.0,1,1,0,0
2013-09-11,2,3,7676.0,810.0,1,1,0,0
2013-09-12,2,4,6810.0,718.0,1,1,0,0
2013-09-13,2,5,8336.0,871.0,1,1,0,0
